axis	diff_a_b	p
('impractical', 'practical')	0.00165074964891594	0.001
('attached', 'detached')	0.001633524789675593	0.0
('relaxed', 'tense')	0.0016216452423413984	0.0
('constructive', 'destructive')	0.0016028458038036776	0.0
('knowable', 'unknowable')	0.0015988944731987185	0.0
('cosmopolitan', 'endemic')	0.0015969674206997905	0.0
('cool', 'warm')	0.0015917261993387156	0.0
('tasteful', 'tasteless')	0.001590698839320304	0.002
('successful', 'unsuccessful')	0.0015883835067203	0.001
('flattering', 'unflattering')	0.0015813400668154651	0.0
('dangerous', 'safe')	0.0015672316903271259	0.0
('meaningful', 'meaningless')	0.0015478372667249544	0.0
('disorderly', 'orderly')	0.0015447224443048907	0.0
('debilitating', 'invigorating')	0.001521540603945496	0.0
('permissive', 'preventive')	0.0015099665684051569	0.0
('painful', 'painless')	0.0015088637681054933	0.0
('irreverent', 'reverent')	0.0015074151823892571	0.0
('active', 'quiet')	0.0015062474398957193	0.002
('able', 'unable')	0.0015051081023337333	0.007
('competent', 'incompetent')	0.0015025584179573382	0.002
('supervised', 'unsupervised')	0.001481917256098639	0.0
('purposeful', 'purposeless')	0.001462195012933972	0.0
('thoughtful', 'thoughtless')	0.001461099900333716	0.002
('monovalent', 'polyvalent')	0.0014584403498156926	0.0
('cosmopolitan', 'provincial')	0.0014543736837136778	0.0
('prospective', 'retrospective')	0.0014543151104757963	0.0
('docile', 'stubborn')	0.0014471537322453681	0.0
('judgmental', 'nonjudgmental')	0.0014469574269630947	0.0
('conscious', 'unconscious')	0.0014448511519225358	0.0
('spoken', 'written')	0.0013965206274859808	0.0
('obstructed', 'unobstructed')	0.0013871334179261308	0.0
('involuntary', 'voluntary')	0.001371563948713214	0.0
('dignified', 'undignified')	0.0013346288535807938	0.0
('precocious', 'retarded')	0.0013325726752800669	0.001
('formal', 'informal')	0.001328170147267489	0.0
('loaded', 'unloaded')	0.001324496364765542	0.0
('convenient', 'inconvenient')	0.0013206362199189078	0.013
('energetic', 'lethargic')	0.0013043525324752166	0.003
('broad-minded', 'narrow-minded')	0.0012755773668994032	0.0
('empty', 'full')	0.0012751595058607002	0.0
('dull', 'lively')	0.001269961926012959	0.005
('lawful', 'unlawful')	0.0012562618863792428	0.0
('benign', 'malignant')	0.0012483565534560054	0.0
('stable', 'unstable')	0.0012245084815912868	0.001
('maternal', 'paternal')	0.0012239174976965451	0.0
('accurate', 'inaccurate')	0.0012172417979416147	0.01
('harmful', 'harmless')	0.001209965198211183	0.0
('common', 'uncommon')	0.0011946216521043426	0.0
('intelligible', 'unintelligible')	0.0011910003872388029	0.0
('antagonistic', 'synergistic')	0.0011839717823967314	0.001
('least', 'most')	0.0011797660207923683	0.001
('interested', 'uninterested')	0.0011774722421743454	0.05
('integrated', 'segregated')	0.001177102232189458	0.0
('trustworthy', 'untrustworthy')	0.0011531308996478376	0.015
('pronounceable', 'unpronounceable')	0.001140020764879918	0.0
('alkaline', 'amphoteric')	0.0011302366373950904	0.001
('frail', 'robust')	0.0011062630418373024	0.003
('tactful', 'tactless')	0.0010920987518795817	0.001
('seasonal', 'year-round')	0.001090931658777535	0.0
('exclusive', 'inclusive')	0.001089930880257434	0.0
('adoptive', 'biological')	0.0010830833147673583	0.0
('flat', 'sharp')	0.001080097812835452	0.0
('functional', 'organic')	0.0010790994597524983	0.012
('tangled', 'untangled')	0.0010781345899777018	0.016
('farsighted', 'nearsighted')	0.0010593389904209683	0.0
('disorienting', 'orienting')	0.0010521381966781106	0.0
('valuable', 'worthless')	0.001042659064066559	0.042
('tame', 'wild')	0.0010375310767019455	0.0
('rough', 'smooth')	0.0010328900145863398	0.0
('false', 'true')	0.0010217113404398567	0.001
('amicable', 'hostile')	0.001021058879989008	0.0
('analytic', 'synthetic')	0.0010199791687779073	0.0
('malnourished', 'nourished')	0.0010173844727186286	0.0
('foolish', 'wise')	0.0009877514085339847	0.009
('seaworthy', 'unseaworthy')	0.0009800517321533779	0.0
('maximum', 'minimum')	0.0009708647329153396	0.0
('contracted', 'expanded')	0.0009606476047064978	0.0
('clear', 'unclear')	0.0009553580416784054	0.007
('merciful', 'merciless')	0.0009461847821483722	0.0
('antagonistic', 'conciliatory')	0.0009435043332233868	0.0
('realistic', 'unrealistic')	0.0009368390383250238	0.014
('intoxicated', 'sober')	0.0009314881347012686	0.0
('employable', 'unemployable')	0.0009143835216389061	0.001
('international', 'national')	0.0009107530991016	0.0
('assisted', 'unassisted')	0.000908502460755618	0.0
('innumerate', 'numerate')	0.0008924746053380096	0.0
('troubled', 'untroubled')	0.0008922772897430684	0.028
('active', 'dormant')	0.0008827394498704868	0.002
('gaseous', 'liquid')	0.000878674848641129	0.009
('flexible', 'inflexible')	0.0008714903930939835	0.033
('acute', 'chronic')	0.0008705312487682021	0.0
('abundant', 'scarce')	0.0008643765251690914	0.0
('alive', 'dead')	0.0008637829181236392	0.0
('distrustful', 'trustful')	0.0008575725630074818	0.001
('invariable', 'variable')	0.0008377006517303956	0.023
('leafless', 'leafy')	0.0008333267653879532	0.008
('compromising', 'uncompromising')	0.0008320554069462614	0.0
('fraternal', 'identical')	0.0008290554196876201	0.007
('hatless', 'hatted')	0.0008263950416744674	0.0
('following', 'leading')	0.0008229737255248106	0.0
('awkward', 'graceful')	0.0008179850215525881	0.025
('skilled', 'unskilled')	0.000814533663141135	0.036
('capable', 'incapable')	0.000804034753735838	0.047
('compliant', 'defiant')	0.000800273867994224	0.001
('illegal', 'legal')	0.0007967549553384665	0.0
('passing', 'running')	0.0007903591265553951	0.0
('flat', 'natural')	0.0007898341629843861	0.0
('custom-made', 'ready-made')	0.0007849479933381932	0.0
('common', 'individual')	0.0007848872086754872	0.0
('junior', 'senior')	0.000776075978996287	0.0
('additive', 'subtractive')	0.0007752181157566424	0.004
('agreeable', 'disagreeable')	0.0007732142636845511	0.027
('automatic', 'manual')	0.000771549382702367	0.0
('joyful', 'sorrowful')	0.0007709540609207623	0.018
('faithful', 'unfaithful')	0.0007665897462530019	0.012
('nontoxic', 'toxic')	0.0007661426298560346	0.022
('fortunate', 'unfortunate')	0.0007570879395913579	0.044
('natural', 'sharp')	0.0007450184117607584	0.001
('inhibited', 'uninhibited')	0.0007398784898414324	0.003
('negative', 'neutral')	0.000735455975780331	0.0
('congenial', 'uncongenial')	0.000729894753003309	0.043
('broken', 'unbroken')	0.000729823963728558	0.029
('conditional', 'unconditional')	0.0007290484113147578	0.006
('regenerate', 'unregenerate')	0.0007263387417294539	0.004
('bowed', 'plucked')	0.0007077707908061349	0.001
('other', 'same')	0.0007019958722955782	0.002
('accessible', 'inaccessible')	0.0006965077016382656	0.026
('irrational', 'rational')	0.0006958155999364597	0.027
('tuneful', 'tuneless')	0.0006758066660216399	0.031
('attached', 'unattached')	0.0006630672727529537	0.039
('profane', 'sacred')	0.00066141827312178	0.048
('adroit', 'maladroit')	0.0006573283988790084	0.022
('heterogeneous', 'homogeneous')	0.000651024771337886	0.0
('bettering', 'worsening')	0.0006456715346751405	0.001
('asleep', 'awake')	0.0006322678101009752	0.0
('offstage', 'onstage')	0.0006234955868712894	0.032
('documented', 'undocumented')	0.0006111388541042723	0.004
('ill-advised', 'well-advised')	0.0006038000318564826	0.016
('definite', 'indefinite')	0.0006032098493528402	0.013
('fertile', 'sterile')	0.0005823317478529273	0.001
('numerical', 'verbal')	0.0005700087795927709	0.003
('derivational', 'inflectional')	0.0005689100035453343	0.0
('lean', 'rich')	0.0005666795308679039	0.013
('black', 'white')	0.0005499250729614166	0.001
('disproportionate', 'proportionate')	0.0005498700625743164	0.009
('acceptive', 'rejective')	0.0005484454422505431	0.0
('encumbered', 'unencumbered')	0.0005307890410858329	0.005
('funded', 'unfunded')	0.0005293983086666282	0.013
('capitalistic', 'socialistic')	0.0005287120418579752	0.0
('repeatable', 'unrepeatable')	0.0005261708096168565	0.048
('contented', 'discontented')	0.0005196821934834988	0.036
('multiple', 'single')	0.0005175083488474118	0.003
('repentant', 'unrepentant')	0.0005149803159075843	0.001
('humble', 'proud')	0.0005127822934562765	0.007
('protected', 'unprotected')	0.00051245673926724	0.024
('limbed', 'limbless')	0.0005113479152496912	0.0
('afebrile', 'febrile')	0.000509387862174149	0.017
('imponderable', 'ponderable')	0.0005045894201965682	0.0
('ambiguous', 'unambiguous')	0.000496211570780356	0.024
('hardened', 'soft')	0.0004932428159874569	0.025
('digestible', 'indigestible')	0.00046271166851908924	0.034
('known', 'unknown')	0.0004593244145457819	0.037
('multilateral', 'unilateral')	0.00045254199836169354	0.0
('covert', 'overt')	0.00044376223725112185	0.007
('calculable', 'incalculable')	0.0004427788594702853	0.029
('natural', 'supernatural')	0.00043730096305123495	0.048
('masculine', 'neuter')	0.0004372676238236289	0.033
('insured', 'uninsured')	0.00043660859069797253	0.0
('conjunctive', 'disjunctive')	0.00043604578652067447	0.0
('forgiving', 'unforgiving')	0.0004350835411718575	0.011
('blemished', 'unblemished')	0.00043356181997099893	0.004
('pedunculate', 'sessile')	0.00042626847137576095	0.004
('antipyretic', 'pyretic')	0.00042366927740527215	0.0
('guilty', 'innocent')	0.0004216143019412106	0.025
('major', 'minor')	0.00041535660257475786	0.033
('horizontal', 'vertical')	0.0004138327140725392	0.0
('heedful', 'heedless')	0.0004125606627005179	0.006
('hypertensive', 'normotensive')	0.00041250047115287854	0.029
('instrumental', 'vocal')	0.0004114614505230981	0.002
('bicameral', 'unicameral')	0.0004113536067376464	0.0
('postprandial', 'preprandial')	0.0004110687077836612	0.016
('compressible', 'incompressible')	0.0004092620641388844	0.004
('intensifying', 'moderating')	0.0004047092158815484	0.001
('dependent', 'independent')	0.0004028785062846754	0.016
('abstemious', 'gluttonous')	0.0004016693520632747	0.025
('anti', 'pro')	0.00039770079052604476	0.004
('modifiable', 'unmodifiable')	0.0003933147801577974	0.014
('odorless', 'odorous')	0.0003883398927370012	0.003
('apologetic', 'unapologetic')	0.0003879091422118704	0.006
('hydric', 'mesic')	0.00037473981362848557	0.0
('actual', 'potential')	0.000358972668361132	0.011
('hardhearted', 'softhearted')	0.000352876647314686	0.001
('allopathic', 'homeopathic')	0.0003421090945366252	0.024
('blue-collar', 'white-collar')	0.0003337356819169703	0.006
('off-street', 'on-street')	0.000330308490478689	0.004
('private', 'public')	0.00032692573116736325	0.046
('amphibious', 'aquatic')	0.00032602108297134476	0.034
('bottle-fed', 'breast-fed')	0.00032114496951645213	0.0
('gradual', 'steep')	0.00031868473238054994	0.046
('pardonable', 'unpardonable')	0.0003028263891592842	0.02
('aquatic', 'terrestrial')	0.00028080559175213066	0.023
('anionic', 'cationic')	0.0002775916321732623	0.001
('three-piece', 'two-piece')	0.0002735757168556446	0.009
('leavened', 'unleavened')	0.00027089662990937647	0.017
('coastal', 'inland')	0.000270239276633495	0.048
('exterior', 'interior')	0.0002635362309606655	0.038
('deductive', 'inductive')	0.00025815523424605174	0.045
('autologous', 'heterologous')	0.00025690491524691934	0.002
('abaxial', 'adaxial')	0.000249819697498837	0.0
('asynchronous', 'synchronous')	0.00021051488548660784	0.021
('geocentric', 'heliocentric')	0.00020788353133984827	0.0
('immiscible', 'miscible')	0.000189533422850188	0.013
('subscript', 'superscript')	0.00017741702993452537	0.006
('desensitizing', 'sensitizing')	0.00016286345536604095	0.039
('altricial', 'precocial')	0.00015200242931768105	0.022
('anticlinal', 'synclinal')	0.00012471182564922586	0.038
