axis	diff_a_b	p
('past', 'present')	0.0012253143725029642	0.013
('seasonable', 'unseasonable')	0.0012207420289013786	0.0
('dark', 'light')	0.001196795996227601	0.0
('recoverable', 'unrecoverable')	0.001135915857604113	0.0
('additive', 'subtractive')	0.0011256873792761402	0.002
('impassable', 'passable')	0.001117551645099201	0.007
('compliant', 'defiant')	0.0010511479702925318	0.001
('traceable', 'untraceable')	0.0010261695452923204	0.0
('ambiguous', 'unambiguous')	0.0010233630567837975	0.002
('clean', 'dirty')	0.0010233082183174237	0.044
('narrow', 'wide')	0.0010205920116018452	0.003
('maternal', 'paternal')	0.0010204582553120147	0.001
('heterosexual', 'homosexual')	0.0010197368206621231	0.0
('alternating', 'direct')	0.001003017777167289	0.012
('concave', 'convex')	0.0010020685360900487	0.0
('acidic', 'alkaline')	0.0009893532655230325	0.0
('improbable', 'probable')	0.0009862442983826986	0.016
('divided', 'united')	0.000976267534191954	0.036
('depressant', 'stimulative')	0.0009654209856471418	0.0
('false', 'true')	0.0009651552561015173	0.027
('frail', 'robust')	0.0009587815942637933	0.043
('foreign', 'native')	0.0009547983221384658	0.0
('keyed', 'keyless')	0.000954137485926738	0.0
('privileged', 'underprivileged')	0.0009267453812943881	0.0
('born', 'unborn')	0.0009178889854369356	0.005
('expressible', 'inexpressible')	0.0009115357068747477	0.001
('intolerant', 'tolerant')	0.0008998853297055211	0.003
('punitive', 'rehabilitative')	0.0008936951068806882	0.0
('off-line', 'on-line')	0.000892587752939971	0.044
('cacophonous', 'euphonious')	0.0008918135812097513	0.0
('stable', 'unstable')	0.0008903734371844794	0.049
('disproportionate', 'proportionate')	0.0008639542910218135	0.007
('qualitative', 'quantitative')	0.000841918413306489	0.0
('maximum', 'minimum')	0.0008404895393628979	0.001
('predictable', 'unpredictable')	0.0008266308708946694	0.0
('illegal', 'legal')	0.0008251376636705101	0.002
('odorless', 'odorous')	0.0008114573751238853	0.0
('agnostic', 'gnostic')	0.0008012259787993853	0.006
('adroit', 'maladroit')	0.0007977557924098728	0.041
('lax', 'tense')	0.0007823264353919585	0.008
('plural', 'singular')	0.000771273060487708	0.041
('masculine', 'neuter')	0.0007676175560704561	0.009
('insolvent', 'solvent')	0.0007585478908467913	0.017
('dystopian', 'utopian')	0.0007370083016932038	0.0
('conclusive', 'inconclusive')	0.0007330162740170924	0.001
('chromatic', 'diatonic')	0.0007070605916925615	0.0
('preceding', 'succeeding')	0.0007039377840659918	0.002
('meatless', 'meaty')	0.0006945045621494436	0.033
('smokeless', 'smoky')	0.0006832619547346699	0.016
('amicable', 'hostile')	0.0006749648722858834	0.015
('dextral', 'sinistral')	0.0006706045738769676	0.0
('air-to-air', 'surface-to-air')	0.0006652981579279419	0.0
('centrifugal', 'centripetal')	0.0006622308014415891	0.004
('atonal', 'tonal')	0.0006519592198876078	0.046
('weightless', 'weighty')	0.0006417003418683759	0.003
('eventful', 'uneventful')	0.0006406662812929531	0.007
('cardinal', 'ordinal')	0.0006382614028744259	0.011
('aqueous', 'igneous')	0.0006263545684406478	0.003
('declaratory', 'interrogatory')	0.0006222792556074513	0.001
('eastern', 'western')	0.0005980245437277529	0.005
('delicate', 'rugged')	0.000582520588635658	0.041
('wired', 'wireless')	0.0005736261292444188	0.018
('branchless', 'branchy')	0.000572419482509016	0.0
('constructive', 'destructive')	0.0005655112443679073	0.041
('compromising', 'uncompromising')	0.0005636492697031568	0.031
('exclusive', 'inclusive')	0.0005554020598927721	0.011
('fingered', 'fingerless')	0.0005456902478905368	0.02
('analytic', 'synthetic')	0.0005443589974987312	0.007
('conquerable', 'unconquerable')	0.0005437832651627155	0.022
('curable', 'incurable')	0.0005411578333898168	0.005
('knowable', 'unknowable')	0.0005411107499702027	0.005
('admissible', 'inadmissible')	0.0005322603214253014	0.003
('dioecious', 'monoecious')	0.0005205979104309184	0.0
('benign', 'malignant')	0.00052059378959868	0.016
('lowercase', 'uppercase')	0.0005168027041610734	0.001
('international', 'national')	0.0005127272272052526	0.004
('farsighted', 'nearsighted')	0.0005008039205163179	0.016
('eradicable', 'ineradicable')	0.00048286163752209177	0.002
('postprandial', 'preprandial')	0.00048044751934862157	0.031
('lost', 'saved')	0.0004773641162748995	0.026
('artificial', 'natural')	0.0004762098424646987	0.041
('thick', 'thin')	0.00046972119374298236	0.011
('ectomorphic', 'endomorphic')	0.0004330254895582584	0.0
('extinguishable', 'inextinguishable')	0.000412644862637904	0.003
('imperceptible', 'perceptible')	0.0003972948423181491	0.002
('anterior', 'posterior')	0.00038628593013348856	0.01
('bicameral', 'unicameral')	0.0003674850951361753	0.001
('monoclinic', 'triclinic')	0.00035319235453502157	0.028
('north', 'south')	0.0003492754075451461	0.021
('one-piece', 'two-piece')	0.0003379442667368537	0.011
('autotrophic', 'heterotrophic')	0.0003304146682324416	0.001
('conservative', 'liberal')	0.000327511388573694	0.039
('external', 'internal')	0.0003246535438004867	0.011
('domestic', 'foreign')	0.0003151711087998111	0.04
('immortal', 'mortal')	0.0003110572260018826	0.026
('connotative', 'denotative')	0.00030823872477835556	0.02
('lowland', 'upland')	0.0002986627367594936	0.019
('multinucleate', 'uninucleate')	0.00029317421586679514	0.006
('actinomorphic', 'zygomorphic')	0.0002701496873742065	0.002
('backhand', 'forehand')	0.00023079489950523146	0.034
('brachycephalic', 'dolichocephalic')	0.0002280122475540468	0.033
('defeasible', 'indefeasible')	0.0002278443110915907	0.001
('bridgeable', 'unbridgeable')	0.0002150740007280257	0.045
('diploid', 'haploid')	0.00020731893647609563	0.018
('immiscible', 'miscible')	0.00020633780140073268	0.041
('subscript', 'superscript')	0.00016204915874593398	0.046
